0	0	0	0	0	0
0	0	64	15	11	62
0	0	128	30	22	122
0	0	192	45	33	185
0	0	256	60	44	247
0	0	320	75	55	308
0	0	384	90	66	368
0	0	448	105	77	430
0	0	512	119	87	488
0	0	576	135	98	552
0	0	640	150	109	613
0	0	704	165	120	674
0	0	768	179	131	733
0	0	832	193	141	793
0	0	896	208	152	853
0	0	960	223	163	914
0	0	1023	237	173	973
0	64	0	32	62	19
0	64	64	35	64	64
0	64	128	43	66	123
0	64	192	54	69	185
0	64	256	67	75	247
0	64	320	80	81	308
0	64	384	94	88	369
0	64	448	108	96	430
0	64	512	122	104	488
0	64	576	137	114	552
0	64	640	152	123	613
0	64	704	166	133	673
0	64	768	181	142	733
0	64	832	196	152	793
0	64	896	210	162	853
0	64	960	224	172	914
0	64	1023	239	182	972
0	128	0	64	124	38
0	128	64	66	126	72
0	128	128	70	128	127
0	128	192	77	129	188
0	128	256	86	132	248
0	128	320	96	135	309
0	128	384	108	139	370
0	128	448	120	144	430
0	128	512	132	149	489
0	128	576	146	156	552
0	128	640	160	162	614
0	128	704	174	169	674
0	128	768	187	176	733
0	128	832	201	184	794
0	128	896	215	192	854
0	128	960	229	200	914
0	128	1023	243	209	973
0	192	0	97	188	58
0	192	64	99	191	83
0	192	128	101	192	133
0	192	192	106	193	192
0	192	256	112	194	251
0	192	320	120	197	311
0	192	384	129	200	372
0	192	448	139	203	432
0	192	512	150	206	491
0	192	576	162	210	554
0	192	640	174	215	615
0	192	704	187	220	675
0	192	768	199	225	734
0	192	832	212	231	795
0	192	896	225	237	854
0	192	960	239	243	915
0	192	1023	252	250	974
0	256	0	128	250	77
0	256	64	130	253	97
0	256	128	132	253	141
0	256	192	135	254	197
0	256	256	140	255	255
0	256	320	146	257	315
0	256	384	154	260	374
0	256	448	162	262	434
0	256	512	171	264	492
0	256	576	181	267	555
0	256	640	192	271	617
0	256	704	203	274	677
0	256	768	215	279	735
0	256	832	227	283	796
0	256	896	239	287	855
0	256	960	251	292	915
0	256	1023	264	298	974
0	320	0	160	312	96
0	320	64	162	316	112
0	320	128	164	317	152
0	320	192	167	317	204
0	320	256	171	319	261
0	320	320	175	320	319
0	320	384	181	321	377
0	320	448	188	323	437
0	320	512	196	325	495
0	320	576	205	328	557
0	320	640	214	330	618
0	320	704	224	333	678
0	320	768	234	336	737
0	320	832	245	340	797
0	320	896	256	343	857
0	320	960	268	347	917
0	320	1023	279	352	977
0	384	0	192	374	115
0	384	64	194	378	129
0	384	128	195	379	164
0	384	192	198	379	213
0	384	256	201	380	267
0	384	320	205	381	324
0	384	384	210	383	382
0	384	448	216	384	441
0	384	512	222	386	498
0	384	576	230	389	561
0	384	640	238	390	621
0	384	704	247	392	681
0	384	768	256	395	739
0	384	832	266	398	800
0	384	896	276	401	859
0	384	960	286	403	918
0	384	1023	297	407	977
0	448	0	223	435	134
0	448	64	225	438	146
0	448	128	227	440	177
0	448	192	229	441	223
0	448	256	231	442	275
0	448	320	235	443	330
0	448	384	239	444	388
0	448	448	244	445	445
0	448	512	250	446	502
0	448	576	257	449	564
0	448	640	264	450	624
0	448	704	271	452	684
0	448	768	280	454	742
0	448	832	288	456	801
0	448	896	297	458	861
0	448	960	307	461	921
0	448	1023	317	464	980
0	512	0	254	494	152
0	512	64	256	499	163
