0	0	0	0	0	0
0	0	64	15	11	64
0	0	128	30	22	125
0	0	192	46	34	188
0	0	256	61	45	251
0	0	320	77	56	313
0	0	384	92	67	375
0	0	448	107	78	437
0	0	512	121	88	497
0	0	576	137	100	562
0	0	640	152	111	624
0	0	704	167	122	686
0	0	768	182	133	746
0	0	832	197	144	807
0	0	896	212	155	868
0	0	960	227	166	930
0	0	1023	241	176	990
0	64	0	17	63	8
0	64	64	23	65	64
0	64	128	34	67	125
0	64	192	48	70	188
0	64	256	63	76	251
0	64	320	78	82	313
0	64	384	92	90	375
0	64	448	108	98	437
0	64	512	122	106	497
0	64	576	138	115	561
0	64	640	153	125	624
0	64	704	168	135	685
0	64	768	183	145	745
0	64	832	198	154	807
0	64	896	212	164	868
0	64	960	227	175	929
0	64	1023	242	185	989
0	128	0	34	126	15
0	128	64	37	128	65
0	128	128	45	129	125
0	128	192	56	131	189
0	128	256	69	134	251
0	128	320	82	137	313
0	128	384	96	141	375
0	128	448	111	146	437
0	128	512	125	151	497
0	128	576	140	158	561
0	128	640	155	164	624
0	128	704	170	171	685
0	128	768	184	179	745
0	128	832	199	187	807
0	128	896	213	195	868
0	128	960	228	203	929
0	128	1023	243	212	990
0	192	0	52	191	23
0	192	64	54	194	67
0	192	128	59	195	126
0	192	192	68	196	189
0	192	256	78	197	251
0	192	320	90	199	314
0	192	384	103	202	376
0	192	448	116	206	438
0	192	512	130	209	497
0	192	576	145	214	562
0	192	640	159	218	624
0	192	704	173	223	686
0	192	768	187	229	746
0	192	832	202	234	808
0	192	896	216	240	868
0	192	960	231	247	930
0	192	1023	245	254	990
0	256	0	69	253	31
0	256	64	71	256	69
0	256	128	75	257	127
0	256	192	81	258	190
0	256	256	90	259	252
0	256	320	100	261	314
0	256	384	112	263	376
0	256	448	124	265	438
0	256	512	136	268	497
0	256	576	150	271	562
0	256	640	164	275	625
0	256	704	178	279	686
0	256	768	191	283	746
0	256	832	206	287	808
0	256	896	220	291	868
0	256	960	234	296	929
0	256	1023	248	302	990
0	320	0	86	317	38
0	320	64	88	320	73
0	320	128	91	321	129
0	320	192	96	322	191
0	320	256	104	323	253
0	320	320	113	325	315
0	320	384	123	326	376
0	320	448	134	328	438
0	320	512	145	330	498
0	320	576	158	333	562
0	320	640	171	335	625
0	320	704	184	338	686
